stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,date_donnee
P8417,8417,Maison Carrée,[MaCarGa],46.097342,-1.104059,0,A4543,2023-10-20 04:01:38.0
P8418,8418,Mille Fleurs,[MilFlCh],46.103627,-1.107377,0,A57,2023-10-20 04:01:38.0
P8419,8419,Mille Fleurs,[MilFlGa],46.1036,-1.107272,0,A57,2023-10-20 04:01:38.0
P8420,8420,Nationale,[NatioGa],46.104019,-1.094792,0,A4546,2023-10-20 04:01:38.0
P8422,8422,Saint-Jean-des-Sables,[StJSaCh],46.09492,-1.100005,0,A59,2023-10-20 04:01:38.0
P8423,8423,Saint-Jean-des-Sables,[StJSaGa],46.095018,-1.100019,0,A59,2023-10-20 04:01:38.0
P8425,8425,Stade d'Angoulins,[StdAnCh],46.106495,-1.107791,0,A60,2023-10-20 04:01:38.0
P8426,8426,Stade d'Angoulins,[StdAnGa],46.106525,-1.107629,0,A60,2023-10-20 04:01:38.0
P8427,8427,Centre Commercial d'Angoulins,"",46.109712,-1.104961,0,A4539,2023-10-20 04:01:38.0
P9000,9000,Alon,[AlonCh],46.064896,-1.088527,0,A4532,2023-10-20 04:01:38.0
P9001,9001,Alon,[AlonGa],46.064842,-1.088384,0,A4532,2023-10-20 04:01:38.0
P9002,9002,Angoute,[AngouGa],46.057997,-1.082708,0,A6077,2023-10-20 04:01:38.0
P9003,9003,Angoute,"",46.057915,-1.082688,0,A6077,2023-10-20 04:01:38.0
P9004,9004,Aristide Briand,[AriBrCh],46.077484,-1.088461,0,A8001,2023-10-20 04:01:38.0
P9005,9005,Aristide Briand,[AriBrGa],46.077729,-1.088515,0,A8001,2023-10-20 04:01:38.0
P9006,9006,Ball-Trap,[BTrapCh],46.091982,-1.099299,0,A4526,2023-10-20 04:01:38.0
P9007,9007,Ball-Trap,[BTrapGa],46.092105,-1.099232,0,A4526,2023-10-20 04:01:38.0
P9008,9008,Beauséjour,[BsejoCh],46.077998,-1.092277,0,A6071,2023-10-20 04:01:38.0
P9009,9009,Bellevue,[BlvueCh],46.056205,-1.087234,0,A6846,2023-10-20 04:01:38.0
P9010,9010,Casino,[CasinCh],46.076331,-1.091634,0,A4536,2023-10-20 04:01:38.0
P9011,9011,Centre Aquatique,[CAquaCh],46.062526,-1.091539,0,A4531,2023-10-20 04:01:38.0
P9012,9012,Centre Aquatique,[CAquaGa],46.062527,-1.091407,0,A4531,2023-10-20 04:01:38.0
P9013,9013,Chêne Vert,"",46.077459,-1.083533,0,A724,2023-10-20 04:01:38.0
P9014,9014,Chêne Vert,"",46.077233,-1.085465,0,A724,2023-10-20 04:01:38.0
P9016,9016,Collège André Malraux,"",46.079761,-1.087792,0,A6863,2023-10-20 04:01:38.0
P9017,9017,Gare de Châtelaillon-Plage,[GaChaCh],46.078064,-1.091127,0,A3817,2023-10-20 04:01:38.0
P9018,9018,Jonchery,[JonchCh],46.068845,-1.090557,0,A6069,2023-10-20 04:01:38.0
P9019,9019,Jonchery,[JonchGa],46.068877,-1.09048,0,A6069,2023-10-20 04:01:38.0
P9020,9020,La Petite Borde,"",46.07929,-1.080826,0,A4527,2023-10-20 04:01:38.0
P9021,9021,La Petite Borde,"",46.079144,-1.081162,0,A4527,2023-10-20 04:01:38.0
P9022,9022,La Rosière,[RsierCh],46.06665,-1.08734,0,A6070,2023-10-20 04:01:38.0
P9023,9023,La Rosière,[RsierGa],46.066747,-1.087313,0,A6070,2023-10-20 04:01:38.0
P9024,9024,Les Bouchôleurs,[BouchGa],46.053368,-1.082977,0,A719,2023-10-20 04:01:38.0
P9025,9025,Les Dunes,"",46.066097,-1.09135,0,A6075,2023-10-20 04:01:38.0
P9026,9026,Les Dunes,"",46.065922,-1.091485,0,A6075,2023-10-20 04:01:38.0
P9027,9027,Les Sables,[SableCh],46.084083,-1.093127,0,A6072,2023-10-20 04:01:38.0
P9028,9028,Les Sables,[SableGa],46.08427,-1.093074,0,A6072,2023-10-20 04:01:38.0
P9029,9029,Mairie de Châtelaillon-Plage,[MaiChCh],46.07321,-1.089777,0,A4528,2023-10-20 04:01:38.0
P9030,9030,Mairie de Châtelaillon-Plage,[MaiChGa],46.073368,-1.089799,0,A4528,2023-10-20 04:01:38.0
P9031,9031,Office de Tourisme,"",46.076897,-1.087559,0,A730,2023-10-20 04:01:38.0
P9032,9032,Office de Tourisme,"",46.076947,-1.087647,0,A730,2023-10-20 04:01:38.0
P9033,9033,Saint-Marsault,[SMarsGa],46.075417,-1.090277,0,A6076,2023-10-20 04:01:38.0
P9034,9034,Sècheboue,[SebouCh],46.088098,-1.096792,0,A4537,2023-10-20 04:01:38.0
P9035,9035,Sècheboue,[SebouGa],46.088082,-1.096513,0,A4537,2023-10-20 04:01:38.0
P9036,9036,Surcouf,[SurcoCh],46.080656,-1.09068,0,A8008,2023-10-20 04:01:38.0
P9037,9037,Surcouf,[SurcoGa],46.080894,-1.090701,0,A8008,2023-10-20 04:01:38.0
P9038,9038,Thalasso,[ThalaCh],46.05881,-1.088095,0,A5839,2023-10-20 04:01:38.0
P9039,9039,Thalasso,[ThalaGa],46.058925,-1.088304,0,A5839,2023-10-20 04:01:38.0
P9041,9041,Les Ecuyers,"",46.07349,-1.082011,0,A8033,2023-10-20 04:01:38.0
P9042,9042,Les Ecuyers,"",46.073472,-1.081928,0,A8033,2023-10-20 04:01:38.0
P9400,9400,Bourg de Salles sur Mer,"",46.105096,-1.053972,0,A3265,2023-10-20 04:01:38.0
P9401,9401,Bourg de Salles sur Mer,"",46.105128,-1.054016,0,A3265,2023-10-20 04:01:38.0
P9402,9402,Champs Maillard,"",46.103607,-1.078529,0,A5786,2023-10-20 04:01:38.0
P9403,9403,Eglise de Salles sur Mer,"",46.10427,-1.052586,0,A6964,2023-10-20 04:01:38.0
P9404,9404,Eglise de Salles sur Mer,"",46.104594,-1.052399,0,A6964,2023-10-20 04:01:38.0
P9405,9405,Grande Rue,"",46.117565,-1.023766,0,A4686,2023-10-20 04:01:38.0
P9406,9406,Grande Rue,"",46.117527,-1.023816,0,A4686,2023-10-20 04:01:38.0
P9407,9407,La Frénée,"",46.095758,-1.058764,0,A3272,2023-10-20 04:01:38.0
P9408,9408,La Frénée,"",46.0958,-1.057951,0,A3272,2023-10-20 04:01:38.0
P9409,9409,L'Aumonerie,"",46.117375,-1.026103,0,A5735,2023-10-20 04:01:38.0
P9411,9411,Le Collet,"",46.099879,-1.054075,0,A5538,2023-10-20 04:01:38.0
P9412,9412,Le Collet,"",46.09997,-1.053982,0,A5538,2023-10-20 04:01:38.0
P9413,9413,Le Puits,"",46.115403,-1.017932,0,A4687,2023-10-20 04:01:38.0
P9414,9414,Le Puits,"",46.115366,-1.017956,0,A4687,2023-10-20 04:01:38.0
P9415,9415,Les Bonneveaux,"",46.083551,-1.07398,0,A3226,2023-10-20 04:01:38.0
P9416,9416,Les Bonneveaux,"",46.084149,-1.071744,0,A3226,2023-10-20 04:01:38.0
P9417,9417,Les Monrois,"",46.106649,-1.059545,0,A5733,2023-10-20 04:01:38.0
P9418,9418,Les Monrois,"",46.106759,-1.0596,0,A5733,2023-10-20 04:01:38.0
P9419,9419,ZAC de l'Aubépin,"",46.121103,-1.037752,0,A5711,2023-10-20 04:01:38.0
P9420,9420,ZAC de l'Aubépin,"",46.121543,-1.039124,0,A5711,2023-10-20 04:01:38.0
P9421,9421,Champs Maillard,"",46.103567,-1.078541,0,A5786,2023-10-20 04:01:38.0
P9500,9500,La Ragoterie,"",46.087567,-1.059844,0,A3222,2023-10-20 04:01:38.0
P9501,9501,Loin du Bruit,"",46.082417,-1.074042,0,A3224,2023-10-20 04:01:38.0
P9502,9502,Loin du Bruit,"",46.082472,-1.073955,0,A3224,2023-10-20 04:01:38.0
P9503,9503,Mairie de Saint Vivien,"",46.079913,-1.054266,0,A3225,2023-10-20 04:01:38.0
P9504,9504,Moulin de la Pierre,"",46.075531,-1.033619,0,A8035,2023-10-20 04:01:38.0
P9600,9600,Georges Musset,"",46.073646,-1.005426,0,A6914,2023-10-20 04:01:38.0
P9601,9601,Georges Musset,"",46.073391,-1.00455,0,A6914,2023-10-20 04:01:38.0
P9602,9602,La Fondelay,"",46.068266,-0.98419,0,A6946,2023-10-20 04:01:38.0
P9603,9603,La Fondelay,"",46.068343,-0.984088,0,A6946,2023-10-20 04:01:38.0
P9604,9604,La Gravelle,"",46.082166,-0.96637,0,A3415,2023-10-20 04:01:38.0
P9605,9605,La Gravelle,"",46.082177,-0.966526,0,A3415,2023-10-20 04:01:38.0
P9606,9606,Mortagne,"",46.083917,-1.019448,0,A3416,2023-10-20 04:01:38.0
P9607,9607,Mortagne,"",46.083913,-1.019358,0,A3416,2023-10-20 04:01:38.0
P9608,9608,Stade de Thairé,"",46.074226,-0.997941,0,A5876,2023-10-20 04:01:38.0
P9609,9609,Stade de Thairé,"",46.074258,-0.997867,0,A5876,2023-10-20 04:01:38.0
P9700,9700,Dulin,[DulinGa],46.054722,-1.079234,0,A8004,2023-10-20 04:01:38.0
P9701,9701,Eglise d'Yves,"",46.01759,-1.048344,0,A5948,2023-10-20 04:01:38.0
P9702,9702,La Cabane des Sables,"",46.058616,-1.071457,0,A4259,2023-10-20 04:01:38.0
P9703,9703,La Cabane des Sables,"",46.058569,-1.071453,0,A4259,2023-10-20 04:01:38.0
P9704,9704,La Chapelle,"",46.044941,-1.047331,0,A4258,2023-10-20 04:01:38.0
P9705,9705,La Chapelle,"",46.044924,-1.04739,0,A4258,2023-10-20 04:01:38.0
P9706,9706,Le Marouillet Ecole,"",46.041294,-1.045006,0,A3715,2023-10-20 04:01:38.0
P9707,9707,Les Trois Canons,"",46.057224,-1.060188,0,A3720,2023-10-20 04:01:38.0
P9708,9708,Les Trois Canons,"",46.057178,-1.060278,0,A3720,2023-10-20 04:01:38.0
P9709,9709,Port Punay,[PoPunGa],46.05704,-1.077245,0,A4214,2023-10-20 04:01:38.0
P9710,9710,Port Punay,"",46.056886,-1.076962,0,A4214,2023-10-20 04:01:38.0
P9711,9711,Salle Polyvalente de Yves,"",46.042261,-1.045074,0,A8032,2023-10-20 04:01:38.0
P9712,9712,Salle Polyvalente de Yves,"",46.042216,-1.04504,0,A8032,2023-10-20 04:01:38.0
P9713,9713,Voutron,"",46.049046,-1.024524,0,A3725,2023-10-20 04:01:38.0
